"","DateTime","MeanDischarge","fDOM.QSU","SpCond.uScm.x","moos.no3.1","moos.spcond.1","moos.turb.1","Turbidity.FNU.y"
"1",2021-05-04 09:00:00,NA,NA,NA,NA,NA,NA,NA
"2",2021-05-04 09:15:00,NA,NA,NA,NA,NA,NA,NA
"3",2021-05-04 09:30:00,NA,NA,NA,NA,NA,NA,NA
"4",2021-05-04 09:45:00,NA,NA,NA,NA,NA,NA,NA
"5",2021-05-04 10:00:00,NA,NA,NA,NA,NA,NA,NA
"6",2021-05-04 10:15:00,NA,NA,NA,NA,NA,NA,NA
"7",2021-05-04 10:30:00,NA,NA,NA,NA,NA,NA,NA
"8",2021-05-04 10:45:00,NA,NA,NA,NA,NA,NA,NA
"9",2021-05-04 11:00:00,NA,NA,NA,NA,NA,NA,NA
"10",2021-05-04 11:15:00,NA,NA,NA,NA,NA,NA,NA
"11",2021-05-04 11:30:00,NA,NA,NA,NA,NA,NA,NA
"12",2021-05-04 11:45:00,NA,NA,NA,NA,NA,NA,NA
"13",2021-05-04 12:00:00,NA,NA,NA,NA,NA,NA,NA
"14",2021-05-04 12:15:00,NA,NA,NA,NA,NA,NA,NA
"15",2021-05-04 12:30:00,NA,NA,NA,NA,NA,NA,NA
"16",2021-05-04 12:45:00,NA,NA,NA,NA,NA,NA,NA
"17",2021-05-04 13:00:00,NA,NA,NA,NA,NA,NA,NA
"18",2021-05-04 13:15:00,NA,NA,NA,NA,NA,NA,NA
"19",2021-05-04 13:30:00,NA,NA,NA,NA,NA,NA,NA
"20",2021-05-04 13:45:00,NA,NA,NA,NA,NA,NA,NA
"21",2021-05-04 14:00:00,NA,NA,NA,NA,NA,NA,NA
"22",2021-05-04 14:15:00,NA,NA,NA,NA,NA,NA,NA
"23",2021-05-04 14:30:00,NA,NA,NA,NA,NA,NA,NA
"24",2021-05-04 14:45:00,NA,NA,NA,NA,NA,NA,NA
"25",2021-05-04 15:00:00,NA,NA,NA,NA,NA,NA,NA
"26",2021-05-04 15:15:00,NA,NA,NA,NA,NA,NA,NA
